name,title_ca,title_es,title_en,complementary description,field_definition,openness_score,license_title,date_published,organization_parent_name_ca,organization_name_ca,package_count,frequency,geolocation,token_required,historical,api,total_views,recent_views,total_downloads_by_ip,total_downloads_absolute,total_api_access_by_api,total_api_access_absolute,tags_list,fuente,url_tornada_ca,url_tornada_es,url_tornada_en,notes_ca,notes_es,notes_en,url_busqueda_ca,url_busqueda_es,url_busqueda_en,qpj,prj,application/x-7z-compressed,qml,txt,7z,xml,bdf,qgz,zip,wms,kml,geojson,json,wmts,ics,tif,csv,kmz,xlsx,rdf-linked,sbx,dat,dbase,sbn,shp,rds,shx,html,cpg,rdf,xls,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
carrils-bici-en-construccio,Carrils Bici en construcció a la ciutat de Barcelona,Carriles Bici en construcción en la ciudad de Barcelona,Bicycle lanes in construction in the city of Barcelona,N,N,3,Creative Commons Attribution 4.0,2017-05-04,Ciutat i serveis,Transport,51,SETMANAL,Yes_no_map_view,No,Yes,No,1103,18,1795,2014,64,64, Any 2016 Any 2017 Any 2018 Any 2019 Bicicletes Carril Bici En construcció,Planificació de Mobilitat,http://ajuntament.barcelona.cat/bicicleta/ca/,http://ajuntament.barcelona.cat/bicicleta/es/,http://ajuntament.barcelona.cat/bicicleta/en/,"Xarxa de carrils Bici en construcció (licitats i/o en obres) a la ciutat de Barcelona. La informació publicada no especifica la direccionalitat dels carrils. El recurs .zip inclou la resta de recursos del dataset. Les coordenades s'expressen en el sistema de referència ETRS89.    Es publiquen __fitxers històrics__ que contenen les dades publicades l'última setmana del trimestre. Estan ordenats per l'any i el trimestre, informació que es mostra en el nom del recurs.","Red de carriles Bici en construcción (licitados y/o en obras) en la ciudad de Barcelona. La información publicada no especifica la direccionalidad de los carriles. El recurso .zip incluye los demás recursos del dataset. Las coordenadas se expresan en el sistema de referencia ETRS89.    Se publican __fitxers històrics__ que contienen los datos publicados la última semana del trimestre. Están ordenados por año y trimestre, información que se muestra en el nombre del recurso.","Bicycle lanes in construction (tendered or works) in the city of Barcelona. The data published doesn't provide information on the directionality of the Bicycle lanes. The .zip resource includes the rest of the resources. The coordinates are measured with the ETRS89 reference system.    __Historical resources__ which contain data available until the last week of the term are published. The resources are ordered by year and term, information that can be found in the name of the resource.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=carrils-bici-en-construccio,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=carrils-bici-en-construccio,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=carrils-bici-en-construccio,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S
carrils-bici-municipis,Carrils Bici d'altres municipis de l'Àrea Metropolitana de Barcelona,Carriles Bici de otros municipios del Área Metropolitana de Barcelona,Bicycle Lanes in the other  municipalities the metropolitan area of Barcelona ,N,N,3,Creative Commons Attribution 4.0,2017-05-04,Ciutat i serveis,Transport,51,SETMANAL,Yes_no_map_view,No,Yes,No,711,15,1362,1518,64,64, Any 2017 Any 2018 Any 2019 Bicicleta Bicicletes Carril Bici Àrea Metropolitana Barcelona,Planificació de Mobilitat,http://ajuntament.barcelona.cat/bicicleta/ca/,http://ajuntament.barcelona.cat/bicicleta/es/,http://ajuntament.barcelona.cat/bicicleta/en/,"Xarxa de carrils Bici existents en altres municipis de l'Àrea Metropolitana de Barcelona. La informació publicada no especifica la direccionalitat dels carrils. El recurs .zip inclou la resta de recursos del dataset. Les coordenades s'expressen en el sistema de referència ETRS89.    Es publiquen __fitxers històrics__ que contenen les dades publicades l'última setmana del trimestre. Estan ordenats per l'any i el trimestre, informació que es mostra en el nom del recurs.","Red de carriles Bici existentes en otros municipios del Àrea Metropolitana de Barcelona. La información publicada no especifica la direccionalidad de los carriles. El recurso .zip incluye los demás recursos del dataset. Las coordenadas se expresan en el sistema de referencia ETRS89.    Se publican __fitxers històrics__ que contienen los datos publicados la última semana del trimestre. Están ordenados por año y trimestre, información que se muestra en el nombre del recurso.","Bicycle lanes builded in the municipalities of  the metropolitan area of Barcelona. The data published doesn't provide information on the directionality of the Bicycle lanes. The .zip resource includes the rest of the resources. The coordinates are measured with the ETRS89 reference system.    __Historical resources__ which contain data available until the last week of the term are published. The resources are ordered by year and term, information that can be found in the name of the resource.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=carrils-bici-municipis,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=carrils-bici-municipis,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=carrils-bici-municipis,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
carta-arqueologica-barcelona,Carta arqueològica de Barcelona,Carta arqueológica de Barcelona,Archaeological map of Barcelona,N,N,3,Creative Commons Attribution 4.0,2012-12-04,Ciutat i serveis,Cultura i oci,32,PETICIO_NEGOCI,Yes_with_map_view,No,No,No,821,9,1040,1672,12,12, Arqueologia Barcino Carta Arqueològica Ciutadella Història Jaciment Medieval Muralla Rec Comtal Roma,Servei d'arqueologia de l'Institut de Cultura de Barcelona, http://cartaarqueologica.bcn.cat, http://cartaarqueologica.bcn.cat, http://cartaarqueologica.bcn.cat,"L'objectiu de la carta arqueològica de Barcelona és generar un conjunt d'informació unificada del patrimoni arqueològic de Barcelona, orientat vers l'anàlisi, diagnòstic i avaluació dels dipòsits estratigràfics del subsòl i del patrimoni construït, en estreta relació amb la gestió urbanística de l'Ajuntament de Barcelona. El marc cronològic de les restes que estan documentades a la carta, és des de la prehistòria fins la guerra civil (1936-39). Les coordenades s'expressen en el sistema geogràfic (longitud i latitud).","El objetivo de la carta arqueológica de Barcelona es generar un conjunto de información unificada acerca del patrimonio arqueológico de Barcelona, orientado al análisis, diagnóstico y evaluación de los depósitos estratigráficos del subsuelo y del patrimonio construido, en estrecha relación con la gestión urbanística del Ayuntamiento de Barcelona. El marco cronológico de los restos reflejados en la carta arqueológica es muy amplio, ya que abarca desde la prehistoria hasta la guerra civil (1936-39). Las coordenadas se expresan en el sistema geográfico (longitud y latitud).","The purpose of the Archaeological Map of Barcelona is to generate unified information of the heritage documentation of Barcelona in order to develop a document essentially focused on the analysis, diagnose and evaluation of stratigraphic deposits of subsoil and built heritage being closely knit to the urban administration of the City Council. The chronological frame of the reflected remains in the Archaeological Map covers from prehistory to the Spanish Civil War (1936-19399). The coordinates are measured with the geographic system (longitude and latitude).",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=carta-arqueologica-barcelona,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=carta-arqueologica-barcelona,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=carta-arqueologica-barcelona,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-bases-ajuts-subvencions-bcnroc,Catàleg de bases d'ajuts i subvencions al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de bases de ayudas y subvenciones en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of terms and conditions for grants and subsidies, on BCNROC",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,No,262,8,251,279,31,31, Ajuts Subvencions,Ajuntament de Barcelona,http://hdl.handle.net/11703/178,http://hdl.handle.net/11703/178,http://hdl.handle.net/11703/178,"Aportacions dineràries de l'Ajuntament de Barcelona, puntuals o periòdiques, dirigides a ciutadans, associacions, empreses locals i altres entitats públiques per a aconseguir una finalitat determinada d'interès públic. Es recullen les bases de les convocatòries.","Aportaciones económicas del Ayuntamiento de Barcelona, puntuales o periódicas, destinadas a ciudadanos, asociaciones, empresas locales y otras entidades públicas para conseguir una finalidad determinada de interés público. Se recogen las bases de las convocatorias.","Barcelona City Council's single or periodic financial contributions to city residents, associations, local companies and other public organisations in order to achieve specific objectives of public interest. The terms and conditions for the campaigns are listed. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-bases-ajuts-subvencions-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-bases-ajuts-subvencions-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-bases-ajuts-subvencions-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-bases-us-espai-public-bcnroc,Catàleg de bases per a l'ús de l'espai públic i dels béns municipals al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de bases para el uso del espacio público y de los bienes municipales en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of terms and conditions for the use of public areas or municipal assets, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Legislació i justícia,7,MENSUAL,No,No,No,No,214,6,238,253,30,30, Béns municipals Espai públic,Ajuntament de Barcelona,http://hdl.handle.net/11703/7,http://hdl.handle.net/11703/7,http://hdl.handle.net/11703/7,"Pautes (dictades per l'administració) d'obligat compliment per als ciutadans per a un tema determinat. Normalment es refereixen als requisits que cal complir per a dur a terme determinades activitats a la via pública (estàtues humanes, músics, pintors, etc.) o per fer ús dels béns municipals.      ","Pautas (dictadas por la administración) de obligado cumplimiento para los ciudadanos para un tema determinado. Normalmente se refieren a los requisitos que se han de cumplir para llevar a cabo determinadas actividades en la vía pública (estatuas humanas, músicos, pintores, etc.) o para hacer uso de los bienes municipales.","Obligatory guidelines (determined by the authority) for city residents concerning a specific theme. This normally refers to the necessary requirements for carrying out specific activities on streets and squares (human statues, buskers, painters, etc.) or for using municipal assets.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-bases-us-espai-public-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-bases-us-espai-public-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-bases-us-espai-public-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-bcnroc,Catàleg del Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo del Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),Open Repository of Knowledge of the City Council of Barcelona (BCNROC),N,S,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,496,12,285,319,16,16, Documents Repositoris,SEDAC (Servei de Documentació i Accés al Coneixement) ,https://bcnroc.ajuntament.barcelona.cat/jspui,https://bcnroc.ajuntament.barcelona.cat/jspui,https://bcnroc.ajuntament.barcelona.cat/jspui,Conjunt de metadades i enllaç als documents del repositori de documents públics de l'Ajuntament de Barcelona (BCNROC).,Conjunto de metadatos y documentos del repositorio de documentos públicos del Ayuntamiento de Barcelona (BCNROC),Meta data and documents from the catalogue of Barcelona City Council's public document repository (BCNROC)	   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-cartes-de-serveis-i-politiques-de-qualitat-bcnroc,Catàleg de cartes de serveis i polítiques de qualitat al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de cartas de servicio y política de calidad en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of quality service and policy details, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,No,189,5,198,207,29,29, Carta serveis Qualitat Serveis públics,Ajuntament de Barcelona,http://hdl.handle.net/11703/83545,http://hdl.handle.net/11703/83545,http://hdl.handle.net/11703/83545,"Documents en què una organització fa públics els serveis que ofereix i el seu nivell de qualitat, els compromisos que adquireix en la relació amb els clients i els mecanismes que tenen aquests per fer arribar els seus suggeriments o queixes.","Documentos en el que una organización hace públicos los servicios que ofrece y su nivel de calidad, los compromisos que adquiere en relación a los clientes y los mecanismos que tienen éstos para hacer llegar sus sugerencias o quejas. ","Documents in which an organisation publishes the services it offers and their level of quality, the commitments it has acquired regarding its customers and the mechanisms available to them for making suggestions or complaints",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-cartes-de-serveis-i-politiques-de-qualitat-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-cartes-de-serveis-i-politiques-de-qualitat-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-cartes-de-serveis-i-politiques-de-qualitat-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-cartobcn,Catàleg de CartoBCN  ,Catálogo de CartoBCN,Catalogue of CartoBCN,N,N,3,Creative Commons Attribution 4.0,2013-03-25,Territori,Urbanisme i infraestructures,56,MENSUAL,No,No,No,No,653,12,285,314,14,14, Barri Barris Barcelona Base cartogràfica Catàleg cartografia Districtes Guia urbana Plànol Transport,Institut Municipal de Informàtica- Ajuntament de Barcelona,http://www.bcn.cat/cartobcn,http://w20.bcn.cat/cartobcn/default.aspx?lang=es,http://w20.bcn.cat/cartobcn/default.aspx?lang=en,Catàleg de cartografia de l'Ajuntament de Barcelona ofert al web de CartoBCN . És una descripció de cadascun dels productes accessibles des d'aquesta web,Catalogo de cartografia del Ayuntamiento de Barcelona ofrecido en la web de CartoBCN . Es una descripción de cada uno de los productos accesibles desde esta web,Catalogue of maps of the Barcelona's city council offered on the web of CartoBCN . It is a description of each of the products available from this website,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-cartobcn,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-cartobcn,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-cartobcn,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-circulars-bcnroc,Catàleg de circulars al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de circulares en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of circulars, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,Yes,No,No,168,6,132,206,28,28, Circulars,Ajuntament de Barcelona,http://hdl.handle.net/11703/167,http://hdl.handle.net/11703/167,http://hdl.handle.net/11703/167,Ordres emeses pels òrgans superiors destinades exclusivament a organitzar el funcionament dels òrgans que en depenen o a establir pautes per a la seva actuació material.         ,Órdenes emitidas por los órganos superiores destinadas exclusivamente a organizar el funcionamiento de los órganos que dependen de ellos o a establecer pautas para su actuación material.,"Documents in which an organisation publishes the services it offers and their level of quality, the commitments it has acquired regarding its customers and the mechanisms available to them for making suggestions or complaints",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-circulars-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-circulars-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-circulars-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-comptes-bcnroc,Catàleg de comptes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de cuentas en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of accounts, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,No,145,4,118,122,30,30, Comptabilitat Comptes,Ajuntament de Barcelona,http://hdl.handle.net/11703/42914,http://hdl.handle.net/11703/42914,http://hdl.handle.net/11703/42914,"Registres regulars de transaccions pecuniàries, de deutes i crèdits o d’altres béns i serveis subjectes a càlcul.   ","Registros regulares de transacciones pecuniarias de deudas, créditos, o de otros bienes y servicios sujetos a cálculo.","Regular registers of financial transactions, debts and loans or other goods or services subject to calculation.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-comptes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-comptes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-comptes-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-declaracions-institucionals-bcnroc,Catàleg de declaracions institucionals al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de declaraciones institucionales en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona (BCNROC),Catalogue of institutional statements on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2019-10-16,Administració,Sector públic,70,MENSUAL,No,No,No,No,20,6,14,19,0,0, Declaracions,Ajuntament de Barcelona,http://hdl.handle.net/11703/14,http://hdl.handle.net/11703/14,http://hdl.handle.net/11703/14,"Manifestacions de fets o d'idees que voluntàriament realitza l'Ajuntament de Barcelona, especialment als mitjans de comunicació sobre algun tema d'interès municipal","Manifestaciones de hechos o ideas que voluntariamente realiza el Ayuntamiento de Barcelona, en especial en los medios de comunicación sobre algún tema de interés municipal","Declarations of facts or ideas voluntarily carried out by the City of Barcelona, especially in the media about a topic of municipal interest",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-declaracions-institucionals-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-declaracions-institucionals-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-declaracions-institucionals-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-decrets-alcaldia-bcnroc,Catàleg de decrets d'Alcaldia al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC)  ,Catálogo de decretos de Alcaldia en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of Mayoral Decrees, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Legislació i justícia,7,MENSUAL,No,No,No,No,337,9,248,266,32,32, Decrets,Alcaldia de l'Ajuntament de Barcelona,http://hdl.handle.net/11703/15,http://hdl.handle.net/11703/15,http://hdl.handle.net/11703/15,"Disposicions de caràcter general dictades per l'alcalde o alcaldessa en l'àmbit de les seves competències pròpies, tant de naturalesa organitzativa com d'ordenació social, en aquest darrer cas, en execució dels reglaments i les ordenances aprovats pel Consell Municipal. [Carta Municipal, art. 26.2 d]. També es recullen resolucions dictades en nom de l’alcalde o alcaldessa i altres anuncis d’interès públic.","Disposiciones de carácter general dictadas por el alcalde o alcaldesa en el ámbito de sus propias competencias, tanto de naturaleza organizativa como de ordenación social, en este último caso, en ejecución de los reglamentos y ordenanzas aprobados por el Consejo Municipal [Carta Municipal, art. 26.2 d]. También se recogen resoluciones dictadas en nombre del alcalde o alcaldesa i otros anuncios de interés público.","General provisions imposed by the Mayor in the area of his or her responsibilities, in terms of organisation and social management, in the latter case for executing regulations and by-laws approved by the Municipal Council (Municipal Charter, Article 26.2 d]. Resolutions dictated on behalf of the mayor and other public interest announcements are also collected.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-decrets-alcaldia-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-decrets-alcaldia-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-decrets-alcaldia-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-dictamens-bcnroc,Catàleg de dictàmens al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de dictámenes en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of legal opinions, on the  Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,159,8,186,194,15,15, Dictàmens,Ajuntament de Barcelona,http://hdl.handle.net/11703/83547,http://hdl.handle.net/11703/83547,http://hdl.handle.net/11703/83547,"Judici o opinió emès per un òrgan de l’Ajuntament de Barcelona sobre un tema de la seva competència, o bé per un facultatiu sobre un assumpte de la seva especialitat.","Juicio u opinión emitida por un órgano del Ayuntamiento de Barcelona sobre un tema de su competencia, o bien por un facultativo sobre un asunto de su especialidad.","Judgement or opinion issued by a Barcelona City Council body on a subject within its jurisdiction, or by an expert on a matter concerning his or her speciality.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-dictamens-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-dictamens-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-dictamens-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-directrius-bcnroc,Catàleg de directrius al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de directrices en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of guidelines, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,177,6,200,211,17,17, Directrius,Ajuntament de Barcelona,http://hdl.handle.net/11703/42915,http://hdl.handle.net/11703/42915,http://hdl.handle.net/11703/42915,"Línies o regles que serveixen de guiatge en la conducta o en l’actuació d’algú. En l’àmbit administratiu, les directrius sovint constitueixen meres recomanacions dirigides als òrgans inferiors, les quals per tant són de seguiment voluntari.  ","Líneas o reglas que sirven de guía en la conducta o en la actuación de alguien. En el ámbito administrativo, las directrices a menudo constituyen meras recomendaciones dirigidas a los órganos inferiores, las cuales por consiguiente son de seguimiento voluntario","Norms or regulations that act as guidelines for someone's actions or conduct. In administrative matters, guidelines are often just recommendations for lower-level organisations, and are therefore voluntary in nature",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-directrius-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-directrius-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-directrius-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-documents-alcaldes-bcnroc,Catàleg de documents dels Alcaldes i Alcaldesses al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de documentos de los Alcaldes y Alcaldesas en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona (BCNROC),Catalogue of documents of the Mayors on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2019-10-16,Administració,Sector públic,70,MENSUAL,No,No,No,No,22,7,13,15,0,0, Alcaldes Alcaldesses Articles Bans Discursos,Ajuntament de Barcelona,http://hdl.handle.net/11703/20,http://hdl.handle.net/11703/20,http://hdl.handle.net/11703/20,"Documents dels alcaldes i alcaldesses de l'Ajuntament de Barcelona, que comprèn Articles, Bans i Discursos","Documentos de los Alcaldes del Ayuntamiento de Barcelona, que comprende Artículos, Bandos y Discursos","Documents of the mayors of the City Council of Barcelona, which includes articles, bans and speeches",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-documents-alcaldes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-documents-alcaldes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-documents-alcaldes-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
