name,title_ca,title_es,title_en,complementary description,field_definition,openness_score,license_title,date_published,organization_parent_name_ca,organization_name_ca,package_count,frequency,geolocation,token_required,historical,api,total_views,recent_views,total_downloads_by_ip,total_downloads_absolute,total_api_access_by_api,total_api_access_absolute,tags_list,fuente,url_tornada_ca,url_tornada_es,url_tornada_en,notes_ca,notes_es,notes_en,url_busqueda_ca,url_busqueda_es,url_busqueda_en,qpj,prj,application/x-7z-compressed,qml,txt,7z,xml,bdf,qgz,zip,wms,kml,geojson,json,wmts,ics,tif,csv,kmz,xlsx,rdf-linked,sbx,dat,dbase,sbn,shp,rds,shx,html,cpg,rdf,xls,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
cataleg-documents-tecnics-bcnroc,Catàleg de documents tècnics al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de documentos técnicos en el  Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of technical documents, on the  Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,197,9,160,172,13,13, Documents tècnics,Ajuntament de Barcelona,http://hdl.handle.net/11703/98635,http://hdl.handle.net/11703/98635,http://hdl.handle.net/11703/98635,"Documents de suport (manuals, guions d'elaboració de projectes, guions de criteris arquitectònics, fitxes tècniques, etc.) per dur a terme un projecte tècnic.  Defineixen les característiques exigides d'un producte o servei, com ara els nivells de qualitat o el rendiment, la seguretat, les dimensions. ","Documentos de apoyo (manuales, guiones de elaboración de proyectos, guiones de criterios arquitectónicos, fichas técnicas, etc.) para llevar a cabo un proyecto técnico.  Definen las características exigidas de un producto o servicio, tales como los niveles de calidad o el rendimiento, la seguridad, las dimensiones. ","Support documents (manuals, project development outlines, architectural criteria guidelines, technical files, etc.) for carrying out a technical project. They define the required characteristics of a product or service, such as quality or performance levels, safety, dimensions, etc. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-documents-tecnics-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-documents-tecnics-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-documents-tecnics-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-dossiers-notes-premsa-bcnroc,Catàleg de dossiers i notes de premsa al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de dosieres y notas de prensa en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of press files and press releases, on the  Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,166,6,214,232,19,19, Dossiers premsa Notes premsa Premsa,Ajuntament de Barcelona,http://hdl.handle.net/11703/24,http://hdl.handle.net/11703/24,http://hdl.handle.net/11703/24,Documents amb informació escrita i/o gràfica que es distribueixen als diferents mitjans de comunicació amb motiu de la celebració d'un esdeveniment o d'una conferència de premsa a fi de facilitar-los-en la cobertura i l'elaboració de la informació periodística.,Documentos con información escrita y/o gráfica que se distribuyen a los diversos medios de comunicación con motivo de la celebración de un acontecimiento o de una conferencia de prensa a fin de facilitarles la cobertura y la elaboración de la información periodística.  ,"Documents with written and/or graphic information which is distributed to the various communication channels on the occasion of an event or press conference, with the aim of facilitating media cover and the production of journalistic information.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-dossiers-notes-premsa-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-dossiers-notes-premsa-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-dossiers-notes-premsa-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-enquestes-bcnroc,Catàleg d'enquestes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de encuestas en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of surveys, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,No,236,5,239,253,30,30, Enquestes,Ajuntament de Barcelona,http://hdl.handle.net/11703/25,http://hdl.handle.net/11703/25,http://hdl.handle.net/11703/25,"Eines d'investigació, generalment quantitatives, per a obtenir l'opinió i/o altra informació de la totalitat d'una població sotmesa a estudi, o d'una mostra, per mitjà d'un qüestionari  ","Instrumentos de investigación, generalmente cuantitativos, para obtener la opinión y/u otra información de la totalidad de una población sometida a estudio, o de una muestra, por medio de un cuestionario.","Research tools, which are generally quantitative, for obtaining opinions and/or other information from the study's target population, or a sample of that population, by means of a questionnaire.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-enquestes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-enquestes-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-enquestes-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-estatuts-bcnroc,Catàleg d'estatuts al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de estatutos en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Catalogue of statutes, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Legislació i justícia,7,MENSUAL,No,No,No,Yes,168,5,221,228,24,24, Estatuts,Ajuntament de Barcelona,http://hdl.handle.net/11703/83551,http://hdl.handle.net/11703/83551,http://hdl.handle.net/11703/83551,"Conjunt de disposicions que tenen força de llei per a l'organització i el funcionament intern d'una empresa, associació, institució, etc., elaborades pels socis fundadors o per una comissió gestora. Es recullen els estatuts de les entitats o institucions  integrants, dependents o adscrites a l’Ajuntament de  Barcelona.  ","Conjunto de disposiciones que tienen fuerza de ley para la organización y el funcionamiento interno de una empresa, asociación, institución, etc., elaborados por los socios fundadores o por una comisión gestora. Se recogen los estatutos de las entidades o instituciones integrantes, dependientes o adscritas al Ayuntamiento de Barcelona.","Provisions that have the power of law for the organisation and internal operation of a company, association, institution, etc., drafted by founder members or by a management committee. The statutes of the entities or institutions that are members, dependent or attached to the Barcelona City Council are collected.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-estatuts-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-estatuts-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-estatuts-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-art-public-bcnroc,Catàleg de fotografies d'art públic de Barcelona al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),Catálogo de fotografías de arte público de Barcelona en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),"Photographic catalogue of public art in Barcelona, on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,439,19,277,415,16,16, Art públic Escultures Espais públics Monuments,Gerència Adjunta d'Urbanisme,http://hdl.handle.net/11703/206,http://hdl.handle.net/11703/206,http://hdl.handle.net/11703/206,"Fotografies de les escultures, monuments i altres peces artístiques situades o visibles des de l'espai públic que estan incloses en el Catàleg d'art públic de l'Ajuntament de Barcelona  ","Fotografías de las esculturas, monumentos y otras piezas artísticas situadas o visibles desde el espacio público que estan incluidas en el Catálogo de arte público del Ayuntamiento de Barcelona. ","Photographs of sculptures, monuments and other works of art located in or visible from public areas, which are included in the City Council's Catalogue of Public Art.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-art-public-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-art-public-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-art-public-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-barcelona-general-bcnroc,Catàleg de fotografies de Barcelona en general al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de fotografías de Barcelona en general en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),Catalogue of general photographs of Barcelona on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,148,5,117,121,14,14, Fotografies,Ajuntament de Barcelona ,http://hdl.handle.net/11703/204,http://hdl.handle.net/11703/204,http://hdl.handle.net/11703/204,"Fotografies procedents generalment del sector d’ Urbanisme, corresponents a exposicions, celebracions i de matèries genèriques de la ciutat de Barcelona","Fotografías procedentes generalmente del sector de Urbanismo, correspondientes a exposiciones y celebraciones y de materias genéricas de la ciudad de Barcelona.","Photographs of sculptures, monuments and other works of art located in or visible from public areas, which are included in the City Council's Catalogue of Public Art.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-barcelona-general-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-barcelona-general-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-barcelona-general-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-cementiris-bcnroc,Catàleg de fotografies de cementiris de Barcelona al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de fotografías de cementirios de Barcelona en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona (BCNROC),Photographic catalogue of cemeteries in Barcelona Barcelona on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,147,7,176,186,10,10, Cementiris de Barcelona Fotografies,Ajuntament de Barcelona ,http://hdl.handle.net/11703/98674,http://hdl.handle.net/11703/98674,http://hdl.handle.net/11703/98674,"Fotografies de les escultures artístiques, de les carrosses mortuòries i dels recintes funeraris de la ciutat de Barcelona procedents de l’empresa municipal Cementiris de Barcelona S.A. ","Fotografías de las esculturas artísticas, de las carrozas mortuorias y de los recintos funerarios de la ciudad de Barcelona procedentes de la empresa municipal Cementiris de Barcelona S.A.  ","Photographs of artistic sculptures, hearses and funerary enclosures in the City of Barcelona, originating from the municipal company Cementiris de Barcelona S.A.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-cementiris-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-cementiris-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-cementiris-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-edificis-bcnroc,Catàleg de fotografies d'edificis al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de fotografías de edificios en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona (BCNROC),"Photographic catalogue of buildings,on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC)",S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,363,6,314,338,11,11, Edificis Fotografies,Ajuntament de Barcelona,http://hdl.handle.net/11703/203,http://hdl.handle.net/11703/203,http://hdl.handle.net/11703/203,"Fotografies d’edificis, habitatges, equipaments i botigues emblemàtiques que formen part del Catàleg del Patrimoni Arquitectònic de l'Ajuntament de Barcelona.","Fotografías de edificios, viviendas, equipamientos y comercios emblemáticos que forman parte del Catálogo del Patrimonio Arquitectónico del Ayuntamiento de Barcelona","Photographs of buildings, housing, facilities and emblematic shops that are part of Barcelona City Council's Catalogue of Architectural Heritage ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-edificis-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-edificis-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-edificis-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-elements-urbans-bcnroc,Catàleg de fotografies d'elements urbans al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),Catálogo de fotografias de elementos urbanos en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona ( BCNROC),Photographic catalogue of urban features on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2018-01-23,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,389,9,342,367,13,13, Elements urbans Fotografies,Ajuntament de Barcelona,http://hdl.handle.net/11703/205,http://hdl.handle.net/11703/205,http://hdl.handle.net/11703/205,"Fotografies d’elements urbans com bancs, fonts, marquesines, enllumenat i d’espais de la ciutat com parcs, estacions del Bicing","Fotografías de elementos urbanos como bancos, fuentes, marquesinas, alumbrado y de espacios de la ciudad como parques, estaciones del Bicing","Photographs of urban features, including benches, fountains, marquees, street lighting and city areas such as parks, Bicing stations, etc.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-elements-urbans-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-elements-urbans-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-elements-urbans-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
cataleg-fotografies-projectes-urbans-bcnroc,Catàleg de fotografies de plans i projectes urbanístics al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC) ,Catálogo de fotografias de planes y proyectos urbanísticos en el Repositorio Abierto de Conocimiento del Ayuntamiento de Barcelona (BCNROC),Photographic catalogue of plans and projects concerning urban planning in Barcelona  on the Open Repository of Knowledge of the City Council of Barcelona (BCNROC),S,N,3,Creative Commons Attribution 4.0,2018-01-22,Administració,Sector públic,70,MENSUAL,No,No,No,Yes,186,4,154,160,13,13, Fotografies Urbanisme,Ajuntament de Barcelona,http://hdl.handle.net/11703/208,http://hdl.handle.net/11703/208,http://hdl.handle.net/11703/208,"Fotografies referents a la planificació urbanística de la ciutat. S’inclouen imatges de projectes urbans: maquetes, plànols ; anteriors, durant les obres i posteriors a la realització d’aquestes","Fotografías referentes a la planificación urbanística de la ciudad. Se incluyen imágenes de proyectos urbanos: maquetas, planos; anteriores, durante las obras y posteriores a su realización","Photographs concerning urban planning in the city. These include photos of urban projects: models, plans, before, during and after these projects are carried out",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-projectes-urbans-bcnroc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=cataleg-fotografies-projectes-urbans-bcnroc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=cataleg-fotografies-projectes-urbans-bcnroc,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
